ID,Name,Concepticon_ID,Concepticon_Gloss,Number,Semantic_Field
318_meet,MEET,1831,MEET,,SOCIAL_AND_POLITICAL_RELATIONS
319_message,MESSAGE,2961,MESSAGE,,SPEECH_AND_LANGUAGE
320_middle,MIDDLE,1093,MIDDLE,,SPATIAL_RELATIONS
321_milk,MILK,635,MILK,,FOOD_AND_DRINK
322_mirror,MIRROR,1171,MIRROR,,CLOTHING_AND_GROOMING
323_mix,MIX,2017,MIX,,FOOD_AND_DRINK
324_moan,MOAN,,,,
325_monkey,MONKEY,1350,MONKEY,,ANIMALS
326_month,MONTH,1370,MONTH,,TIME
327_moon,MOON,1313,MOON,,THE_PHYSICAL_WORLD
328_mortar,MORTAR,224,MORTAR,,FOOD_AND_DRINK
329_mosquito,MOSQUITO,1509,MOSQUITO,,ANIMALS
330_motmotbird,MOT-MOT (BIRD),,,,ANIMALS
331_moth,MOTH,2828,MOTH,,ANIMALS
332_mother,MOTHER,1216,MOTHER,,KINSHIP
333_mountainorhill,MOUNTAIN OR HILL,2118,MOUNTAIN OR HILL,,THE_PHYSICAL_WORLD
334_mouth,MOUTH,674,MOUTH,,THE_BODY
335_mud,MUD,640,MUD,,THE_PHYSICAL_WORLD
336_mudhole,MUD HOLE,,,,
337_naked,NAKED,590,NAKED,,THE_BODY
338_name,NAME,1405,NAME,,SPEECH_AND_LANGUAGE
339_navel,NAVEL,1838,NAVEL,,THE_BODY
340_near,NEAR,1942,NEAR,,SPATIAL_RELATIONS
341_neck,NECK,1333,NECK,,THE_BODY
342_necklace,NECKLACE,1961,NECKLACE,,CLOTHING_AND_GROOMING
343_nerve,NERVE,2626,NERVE,,THE_BODY
344_net,NET,2963,NET,,BASIC_ACTIONS_AND_TECHNOLOGY
345_new,NEW,1231,NEW,,TIME
346_night,NIGHT,1233,NIGHT,,TIME
347_nightmonkey,NIGHT MONKEY,,,,ANIMALS
348_nighthawk,NIGHTHAWK,,,,
349_nose,NOSE,1221,NOSE,,THE_BODY
350_now,NOW,1376,NOW,,TIME
351_oar,OAR,3137,OAR,,BASIC_ACTIONS_AND_TECHNOLOGY
352_odorsmell,ODOR (SMELL),3704,ODOR (SMELL),,SENSE_PERCEPTION
353_old,OLD,1229,OLD,,TIME
354_olderbrother,OLDER BROTHER,1759,OLDER BROTHER,,KINSHIP
355_olderbrotherofwoman,OLDER BROTHER (OF WOMAN),2415,OLDER BROTHER (OF WOMAN),,KINSHIP
356_oldersister,OLDER SISTER,1758,OLDER SISTER,,KINSHIP
357_olingogenusbassaricyon,OLINGO (genus Bassaricyon),,,,
358_one,ONE,1493,ONE,,QUANTITY
359_opossum,OPOSSUM,309,OPOSSUM,,ANIMALS
360_order,ORDER,1128,ORDER,,BASIC_ACTIONS_AND_TECHNOLOGY
361_oriole,ORIOLE,,,,
362_otter,OTTER,15,OTTER,,ANIMALS
363_owl,OWL,735,OWL,,ANIMALS
364_owner,OWNER,1036,OWNER,,POSSESSION
365_paca,PACA,316,PACA,,ANIMALS
366_pacu,PACU,3922,PACU,,ANIMALS
367_paddle,PADDLE,234,PADDLE,,BASIC_ACTIONS_AND_TECHNOLOGY
368_pain,PAIN,1783,PAIN,,EMOTIONS_AND_VALUES
369_pajura,PAJURÁ,,,,AGRICULTURE_AND_VEGETATION
370_palmspecieswiththorns,PALM SPECIES WITH THORNS,,,,AGRICULTURE_AND_VEGETATION
371_palmtree,PALM TREE,1181,PALM TREE,,AGRICULTURE_AND_VEGETATION
372_pan,PAN,31,PAN,,FOOD_AND_DRINK
373_papaya,PAPAYA,2445,PAPAYA,,FOOD_AND_DRINK
374_parrot,PARROT,882,PARROT,,ANIMALS
375_passionfruit,PASSION FRUIT,,,,
376_patauapalm,PATAUÁ PALM,,,,AGRICULTURE_AND_VEGETATION
377_paternalauntfatherssister,PATERNAL AUNT (FATHER'S SISTER),2691,PATERNAL AUNT (FATHER'S SISTER),,KINSHIP
378_paternalunclefathersbrother,PATERNAL UNCLE (FATHER'S BROTHER),1985,PATERNAL UNCLE (FATHER'S BROTHER),,KINSHIP
379_pathorroad,PATH OR ROAD,2457,PATH OR ROAD,,MOTION
380_pattern,PATTERN,2988,PATTERN,,THE_PHYSICAL_WORLD
381_paumulato,PAU-MULATO,,,,
383_paxiubagenusirartea,PAXIUBA (genus Irartea),,,,
384_paxiubabarriguda,PAXIUBA-BARRIGUDA,,,,
385_peachpalm,PEACH PALM,3919,PEACH PALM,,AGRICULTURE_AND_VEGETATION
387_peel,PEEL,275,PEEL,,FOOD_AND_DRINK
388_penis,PENIS,1222,PENIS,,THE_BODY
389_pepper,PEPPER,1385,PEPPER,,FOOD_AND_DRINK
391_pestle,PESTLE,225,PESTLE,,FOOD_AND_DRINK
392_piau,PIAU,,,,
393_pick,PICK,,,,
394_pickup,PICK UP,371,PICK UP,,SPATIAL_RELATIONS
395_piece,PIECE,594,PIECE,,QUANTITY
396_piedcrestedoropendola,PIED-CRESTED OROPENDOLA,,,,
397_pierce,PIERCE,398,PIERCE,,BASIC_ACTIONS_AND_TECHNOLOGY
398_pineapple,PINEAPPLE,2440,PINEAPPLE,,AGRICULTURE_AND_VEGETATION
399_piranha,PIRANHA,317,PIRANHA,,ANIMALS
400_pirarucu,PIRARUCU,,,,
401_piss,PISS,592,PISS,,THE_BODY
402_piumsimuliidae,PIUM (simuliidae),3937,PIUM (simuliidae),,ANIMALS
403_placeposition,PLACE (POSITION),723,PLACE (POSITION),,SPATIAL_RELATIONS
404_play,PLAY,1413,PLAY,,EMOTIONS_AND_VALUES
405_poison,POISON,655,POISON,,THE_BODY
406_polishsomething,POLISH (SOMETHING),3659,POLISH (SOMETHING),,BASIC_ACTIONS_AND_TECHNOLOGY
407_porcupine,PORCUPINE,2510,PORCUPINE,,ANIMALS
408_pot,POT,1462,POT,,FOOD_AND_DRINK
409_poundtoflatten,POUND TO FLATTEN,,,,
410_precious,PRECIOUS,3002,PRECIOUS,,EMOTIONS_AND_VALUES
411_pregnant,PREGNANT,1123,PREGNANT,,THE_BODY
412_pretend,PRETEND,3631,PRETEND,,COGNITION
413_procreate,PROCREATE,,,,
414_pull,PULL,1455,PULL,,BASIC_ACTIONS_AND_TECHNOLOGY
415_pulloffskin,PULL OFF (SKIN),291,PULL OFF (SKIN),,BASIC_ACTIONS_AND_TECHNOLOGY
416_pullout,PULL OUT,2325,PULL OUT,,BASIC_ACTIONS_AND_TECHNOLOGY
417_puma,PUMA,1891,PUMA,,ANIMALS
418_pumpkin,PUMPKIN,864,PUMPKIN,,AGRICULTURE_AND_VEGETATION
419_purplebanana,PURPLE BANANA,,,,
420_push,PUSH,1452,PUSH,,MOTION
421_put,PUT,998,PUT,,SPATIAL_RELATIONS
422_rainprecipitation,RAIN (PRECIPITATION),658,RAIN (PRECIPITATION),,THE_PHYSICAL_WORLD
423_rainbow,RAINBOW,1733,RAINBOW,,THE_PHYSICAL_WORLD
424_rat,RAT,1490,RAT,,ANIMALS
425_red,RED,156,RED,,SENSE_PERCEPTION
426_redandgreenmacawarachloropterus,RED-AND-GREEN MACAW (Ara chloropterus),3938,RED-AND-GREEN MACAW (Ara chloropterus),,ANIMALS
427_resin,RESIN,664,RESIN,,THE_PHYSICAL_WORLD
428_ripe,RIPE,178,RIPE,,FOOD_AND_DRINK
429_river,RIVER,666,RIVER,,THE_PHYSICAL_WORLD
430_roastorfry,ROAST OR FRY,2146,ROAST OR FRY,,FOOD_AND_DRINK
431_roll,ROLL,827,ROLL,,MOTION
432_rooster,ROOSTER,1511,ROOSTER,,ANIMALS
433_root,ROOT,670,ROOT,,AGRICULTURE_AND_VEGETATION
434_rope,ROPE,1218,ROPE,,BASIC_ACTIONS_AND_TECHNOLOGY
436_rotten,ROTTEN,1728,ROTTEN,,FOOD_AND_DRINK
437_round,ROUND,1395,ROUND,,SPATIAL_RELATIONS
438_rub,RUB,1449,RUB,,BASIC_ACTIONS_AND_TECHNOLOGY
439_rubbertree,RUBBER TREE,,,,AGRICULTURE_AND_VEGETATION
440_run,RUN,1519,RUN,,MOTION
441_sad,SAD,699,SAD,,EMOTIONS_AND_VALUES
442_salt,SALT,1274,SALT,,FOOD_AND_DRINK
443_sand,SAND,671,SAND,,THE_PHYSICAL_WORLD
444_sap,SAP,345,SAP,,AGRICULTURE_AND_VEGETATION
445_satiated,SATIATED,106,SATIATED,,FOOD_AND_DRINK
446_say,SAY,1458,SAY,,SPEECH_AND_LANGUAGE
447_scared,SCARED,3033,SCARED,,EMOTIONS_AND_VALUES
448_scorpion,SCORPION,1538,SCORPION,,ANIMALS
449_scratch,SCRATCH,1436,SCRATCH,,THE_BODY
450_scrotum,SCROTUM,2834,SCROTUM,,THE_BODY
452_seagull,SEAGULL,950,SEAGULL,,ANIMALS
453_seat,SEAT,,,,
454_see,SEE,1409,SEE,,SENSE_PERCEPTION
455_seed,SEED,714,SEED,,AGRICULTURE_AND_VEGETATION
456_separate,SEPARATE,1359,SEPARATE,,SPATIAL_RELATIONS
457_sew,SEW,1457,SEW,,CLOTHING_AND_GROOMING
458_shake,SHAKE,1909,SHAKE,,MOTION
459_shamanfolkhealer,SHAMAN (FOLK HEALER),394,SHAMAN (FOLK HEALER),,RELIGION_AND_BELIEF
460_sharp,SHARP,1396,SHARP,,SENSE_PERCEPTION
461_sharpensomething,SHARPEN (SOMETHING),251,SHARPEN (SOMETHING),,BASIC_ACTIONS_AND_TECHNOLOGY
462_shell,SHELL,598,SHELL,,ANIMALS
463_shellfish,SHELLFISH,,,,ANIMALS
464_shiny,SHINY,,,,
465_shitdefecate,SHIT (DEFECATE),676,SHIT (DEFECATE),,THE_BODY
466_short,SHORT,1645,SHORT,,SPATIAL_RELATIONS
467_show,SHOW,1039,SHOW,,SENSE_PERCEPTION
468_shrimp,SHRIMP,2349,SHRIMP,,ANIMALS
469_sick,SICK,1847,SICK,,THE_BODY
470_sideofforest,SIDE OF FOREST,,,,
471_sieveorstrain,SIEVE OR STRAIN,3448,SIEVE OR STRAIN,,FOOD_AND_DRINK
472_sing,SING,1261,SING,,SPEECH_AND_LANGUAGE
473_singingcatfish,SINGING CATFISH,,,,
475_sit,SIT,1416,SIT,,SPATIAL_RELATIONS
476_skin,SKIN,763,SKIN,,THE_BODY
478_sky,SKY,1732,SKY,,THE_PHYSICAL_WORLD
479_sleep,SLEEP,1585,SLEEP,,THE_BODY
480_sloth,SLOTH,2446,SLOTH,,ANIMALS
481_small,SMALL,1246,SMALL,,SPATIAL_RELATIONS
484_smalltoadspecies,SMALL TOAD (SPECIES),,,,ANIMALS
485_smallturtle,SMALL TURTLE,,,,ANIMALS
486_smell,SMELL,2124,SMELL,,SENSE_PERCEPTION
487_smile,SMILE,1451,SMILE,,EMOTIONS_AND_VALUES
488_smokeexhaust,SMOKE (EXHAUST),778,SMOKE (EXHAUST),,THE_PHYSICAL_WORLD
489_smooth,SMOOTH,1234,SMOOTH,,SENSE_PERCEPTION
490_snail,SNAIL,1543,SNAIL,,ANIMALS
491_snake,SNAKE,730,SNAKE,,ANIMALS
492_sneeze,SNEEZE,1621,SNEEZE,,THE_BODY
493_sociozinhoheron,SOCIOZINHO HERON,,,,ANIMALS
494_socoheron,SOCÓ HERON,,,,ANIMALS
495_softmaterialinsidesomething,SOFT MATERIAL INSIDE SOMETHING,,,,
496_son,SON,1620,SON,,KINSHIP
497_song,SONG,1096,SONG,,MODERN_WORLD
498_soundornoise,SOUND OR NOISE,1811,SOUND OR NOISE,,SENSE_PERCEPTION
499_sour,SOUR,1906,SOUR,,SENSE_PERCEPTION
500_speak,SPEAK,1623,SPEAK,,SPEECH_AND_LANGUAGE
501_spider,SPIDER,843,SPIDER,,ANIMALS
502_spidermonkey,SPIDER MONKEY,434,SPIDER MONKEY,,ANIMALS
503_spillsomething,SPILL (SOMETHING),3130,SPILL (SOMETHING),,MOTION
504_spirit,SPIRIT,53,SPIRIT,,RELIGION_AND_BELIEF
505_spit,SPIT,1440,SPIT,,THE_BODY
506_split,SPLIT,1437,SPLIT,,BASIC_ACTIONS_AND_TECHNOLOGY
507_spouse,SPOUSE,2514,SPOUSE,,KINSHIP
508_spreadout,SPREAD OUT,,,,
509_squeeze,SQUEEZE,1414,SQUEEZE,,BASIC_ACTIONS_AND_TECHNOLOGY
510_squirrel,SQUIRREL,1628,SQUIRREL,,ANIMALS
511_squirrelmonkey,SQUIRREL MONKEY,,,,ANIMALS
512_stand,STAND,1442,STAND,,SPATIAL_RELATIONS
513_star,STAR,1430,STAR,,THE_PHYSICAL_WORLD
514_steal,STEAL,713,STEAL,,LAW
515_stick,STICK,1295,STICK,,THE_PHYSICAL_WORLD
516_sting,STING,571,STING,,THE_BODY
517_stingray,STINGRAY,1910,STINGRAY,,ANIMALS
518_stir,STIR,696,STIR,,FOOD_AND_DRINK
519_stone,STONE,857,STONE,,THE_PHYSICAL_WORLD
520_story,STORY,2060,STORY,,SPEECH_AND_LANGUAGE
521_straighten,STRAIGHTEN,,,,
522_stretchoutlegs,STRETCH OUT LEGS,,,,
523_strikeorbeat,STRIKE OR BEAT,2133,STRIKE OR BEAT,,BASIC_ACTIONS_AND_TECHNOLOGY
524_strong,STRONG,785,STRONG,,BODY
525_strongtaste,STRONG TASTE,,,,
526_suck,SUCK,1421,SUCK,,FOOD_AND_DRINK
527_sun,SUN,1343,SUN,,THE_PHYSICAL_WORLD
529_sweatsubstance,SWEAT (SUBSTANCE),125,SWEAT (SUBSTANCE),,THE_BODY
530_sweet,SWEET,717,SWEET,,SENSE_PERCEPTION
531_sweetmanioc,SWEET MANIOC,925,CASSAVA,,AGRICULTURE_AND_VEGETATION
532_sweetpotato,SWEET POTATO,159,SWEET POTATO,,AGRICULTURE_AND_VEGETATION
533_swell,SWELL,1573,SWELL,,BASIC_ACTIONS_AND_TECHNOLOGY
534_swim,SWIM,1439,SWIM,,MOTION
535_tail,TAIL,1220,TAIL,,THE_BODY
536_take,TAKE,1749,TAKE,,POSSESSION
537_tapioca,TAPIOCA,3940,TAPIOCA,,FOOD_AND_DRINK
538_tapir,TAPIR,312,TAPIR,,ANIMALS
539_tastesomething,TASTE (SOMETHING),21,TASTE (SOMETHING),,SENSE_PERCEPTION
540_tasty,TASTY,1813,TASTY,,FOOD_AND_DRINK
541_tayra,TAYRA,,,,
542_teach,TEACH,709,TEACH,,COGNITION
543_tell,TELL,1711,TELL,,SPEECH_AND_LANGUAGE
544_termite,TERMITE,883,TERMITE,,ANIMALS
545_termitenest,TERMITE NEST,,,,
546_that,THAT,78,THAT,,MISCELLANEOUS_FUNCTION_WORDS
547_there,THERE,1937,THERE,,MISCELLANEOUS_FUNCTION_WORDS
548_they,THEY,817,THEY,,KINSHIP
549_thick,THICK,1244,THICK,,SPATIAL_RELATIONS
550_thin,THIN,2308,THIN,,SPATIAL_RELATIONS
551_thing,THING,738,THING,,POSSESSION
552_thirst,THIRST,848,THIRST,,FOOD_AND_DRINK
553_thorn,THORN,124,THORN,,AGRICULTURE_AND_VEGETATION
555_three,THREE,492,THREE,,QUANTITY
556_threetoedsloth,THREE-TOED SLOTH,,,,ANIMALS
557_throat,THROAT,1346,THROAT,,THE_BODY
558_throw,THROW,1456,THROW,,MOTION
559_throwwater,THROW WATER,,,,
560_thunder,THUNDER,1150,THUNDER,,THE_PHYSICAL_WORLD
561_tick,TICK,1527,TICK,,ANIMALS
562_tie,TIE,1917,TIE,,BASIC_ACTIONS_AND_TECHNOLOGY
564_tingui,TINGUÍ,,,,
565_toad,TOAD,894,TOAD,,ANIMALS
566_toast,TOAST,,,,
567_tobacco,TOBACCO,974,TOBACCO,,AGRICULTURE_AND_VEGETATION
568_tomb,TOMB,,,,
569_tongue,TONGUE,1205,TONGUE,,THE_BODY
570_tonkabean,TONKA BEAN,,,,
571_tooth,TOOTH,1380,TOOTH,,THE_BODY
572_tortoise,TORTOISE,895,TORTOISE,,ANIMALS
573_toucan,TOUCAN,308,TOUCAN,,ANIMALS
574_treadon,TREAD ON,,,,
575_tree,TREE,906,TREE,,AGRICULTURE_AND_VEGETATION
576_treespwithsoftwood,TREE SP. WITH SOFT WOOD,,,,
577_treetrunk,TREE TRUNK,344,TREE TRUNK,,AGRICULTURE_AND_VEGETATION
578_treewithresin,TREE WITH RESIN,,,,
579_trogon,TROGON,,,,
580_trowel,TROWEL,,,,
581_tucunare,TUCUNARÉ,,,,
582_turn,TURN,1588,TURN,,MOTION
583_turtle,TURTLE,112,TURTLE,,ANIMALS
584_two,TWO,1498,TWO,,QUANTITY
585_underside,UNDERSIDE,,,,
586_unfasten,UNFASTEN,,,,
587_untie,UNTIE,352,UNTIE,,BASIC_ACTIONS_AND_TECHNOLOGY
588_upperlegthigh,UPPER LEG (THIGH),471,UPPER LEG (THIGH),,THE_BODY
589_upperpartof,UPPER PART OF,,,,
590_upstream,UPSTREAM,,,,
591_urine,URINE,1142,URINE,,THE_BODY
592_urucubixaorellana,URUCU (BIXA ORELLANA),,,,
593_urucuri,URUCURI,,,,
594_uterus,UTERUS,,,,
595_vagina,VAGINA,1836,VAGINA,,THE_BODY
596_vein,VEIN,1924,VEIN,,THE_BODY
597_vine,VINE,343,VINE,,AGRICULTURE_AND_VEGETATION
598_visible,VISIBLE,1868,VISIBLE,,SENSE_PERCEPTION
599_voice,VOICE,1363,VOICE,,SPEECH_AND_LANGUAGE
600_vomit,VOMIT,1278,VOMIT,,THE_BODY
601_vulture,VULTURE,1185,VULTURE,,ANIMALS
602_waitfor,WAIT (FOR),1590,WAIT (FOR),,MOTION
603_walkbentover,WALK BENT OVER,,,,
604_want,WANT,1784,WANT,,EMOTIONS_AND_VALUES
605_warm,WARM,1232,WARM,,SENSE_PERCEPTION
606_wash,WASH,1453,WASH,,BASIC_ACTIONS_AND_TECHNOLOGY
607_wasp,WASP,1517,WASP,,ANIMALS
608_water,WATER,948,WATER,,THE_PHYSICAL_WORLD
609_we,WE,1212,WE,,KINSHIP
610_weexclusive,WE (EXCLUSIVE),1130,WE (EXCLUSIVE),,KINSHIP
611_weinclusive,WE (INCLUSIVE),1131,WE (INCLUSIVE),,KINSHIP
612_weasel,WEASEL,3384,WEASEL,,ANIMALS
613_weave,WEAVE,133,WEAVE,,CLOTHING_AND_GROOMING
614_wet,WET,1726,WET,,SENSE_PERCEPTION
615_whip,WHIP,2630,WHIP,,MODERN_WORLD
616_whistle,WHISTLE,1025,WHISTLE,,SPEECH_AND_LANGUAGE
617_white,WHITE,1335,WHITE,,SENSE_PERCEPTION
618_whitelippedpeccary,WHITE-LIPPED PECCARY,436,WHITE-LIPPED PECCARY,,ANIMALS
619_wife,WIFE,1199,WIFE,,KINSHIP
620_wildcat,WILD CAT,2241,WILD CAT,,ANIMALS
621_wilddog,WILD DOG,2448,WILD DOG,,ANIMALS
622_wind,WIND,960,WIND,,THE_PHYSICAL_WORLD
623_window,WINDOW,1375,WINDOW,,THE_HOUSE
624_wing,WING,1257,WING,,THE_BODY
625_with,WITH,1340,WITH,,MISCELLANEOUS_FUNCTION_WORDS
626_woman,WOMAN,962,WOMAN,,KINSHIP
628_wood,WOOD,1803,WOOD,,THE_PHYSICAL_WORLD
629_woodpecker,WOODPECKER,2447,WOODPECKER,,ANIMALS
630_woollymonkey,WOOLLY MONKEY,,,,
631_wound,WOUND,1109,WOUND,,THE_BODY
632_yam,YAM,410,YAM,,AGRICULTURE_AND_VEGETATION
633_yawn,YAWN,1028,YAWN,,THE_BODY
634_year,YEAR,1226,YEAR,,TIME
635_yellow,YELLOW,1424,YELLOW,,SENSE_PERCEPTION
636_yes,YES,1268,YES,,COGNITION
637_you,YOU,1213,YOU,,KINSHIP
638_youtwo,YOU TWO,2111,YOU TWO,,KINSHIP
639_youngerbrother,YOUNGER BROTHER,1760,YOUNGER BROTHER,,KINSHIP
640_youngersister,YOUNGER SISTER,1761,YOUNGER SISTER,,KINSHIP
